http://newsteller.org,2,http://newsteller.org/,200
https://www.washingtonpost.com/news/worldviews/wp/2016/08/23/we-run-towards-the-screams-meet-the-aleppo-rescue-team-that-saved-5-year-old-omran/,1,https://www.washingtonpost.com/news/worldviews/wp/2016/08/23/we-run-towards-the-screams-meet-the-aleppo-rescue-team-that-saved-5-year-old-omran/,200
http://feeds.feedburner.com/~r/ap/hupq/~3/uZu8R2p2fvQ/id-a789846e297346c58e140c68ec764bf5,1,http://feeds.feedburner.com/~r/ap/hupq/~3/uZu8R2p2fvQ/id-a789846e297346c58e140c68ec764bf5,301
http://www.mediasuarakyat.ga/2017/08/innalillah-tujuh-relawan-white-helmets.html,1,http://www.mediasuarakyat.ga/2017/08/innalillah-tujuh-relawan-white-helmets.html,200
http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=39045968&c=5661631,234,http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=39045968&c=5661631,301
https://www.rt.com/news/388960-white-helmets-execution-footage/,9,https://www.rt.com/news/388960-white-helmets-execution-footage/,200
http://theduran.com/cnn-busted-using-actors-to-stage-muslim-outrage-in-london-after-terror-attacks/,1,http://theduran.com/cnn-busted-using-actors-to-stage-muslim-outrage-in-london-after-terror-attacks/,301
https://extrasensoryprecepts.blogspot.com/2017/06/white-helmets-member-caught-on-camera.html,6,https://extrasensoryprecepts.blogspot.com/2017/06/white-helmets-member-caught-on-camera.html,404
https://sputniknews.com/amp/middleeast/201707191055698612-white-helmets-syria-nato-intervention-syria/,75,https://sputniknews.com/amp/middleeast/201707191055698612-white-helmets-syria-nato-intervention-syria/,200
http://www.thetruthseeker.co.uk/?p=153739,17,http://www.thetruthseeker.co.uk/?p=153739,200
http://therealnews.com/t2/index.php?option=com_content&task=view&id=31&Itemid=74&jumival=19889#.WabcuUngQyc.twitter,235,http://therealnews.com/t2/index.php?option=com_content&task=view&id=31&Itemid=74&jumival=19889#.WabcuUngQyc.twitter,301
http://www.independent.co.uk/news/world/middle-east/syria-white-helmets-civil-defence-service-donation-uk-search-and-rescue-dfid-a7901091.html,84,http://www.independent.co.uk/news/world/middle-east/syria-white-helmets-civil-defence-service-donation-uk-search-and-rescue-dfid-a7901091.html,404
https://www.veteranstoday.com/2017/05/02/white-helmets-fakery-rakes-in-the-cash/,2,https://www.veteranstoday.com/2017/05/02/white-helmets-fakery-rakes-in-the-cash/,404
http://www.thedailysheeple.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda_062017,7,http://www.thedailysheeple.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda_062017,301
https://www.newsdeeply.com/womenandgirls/articles/2017/08/24/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets,93,https://www.newsdeeply.com/womenandgirls/articles/2017/08/24/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets,301
https://www.sott.net/article/318008-The-White-Helmets-A-rescue-and-assist-organization-for-terrorists,10,https://www.sott.net/article/318008-The-White-Helmets-A-rescue-and-assist-organization-for-terrorists,200
https://act.thesyriacampaign.org/sign/peoples-million,109,https://act.thesyriacampaign.org/sign/peoples-million,200
https://www.ems1.com/international/articles/314646048-7-White-Helmets-paramedics-killed-in-Syrias-Idlib/,5,https://www.ems1.com/international/articles/314646048-7-White-Helmets-paramedics-killed-in-Syrias-Idlib/,301
http://seosem.es,1,http://seosem.es/,301
http://www.bbc.co.uk/news/world-us-canada-40413563,3,http://www.bbc.co.uk/news/world-us-canada-40413563,301
http://21stcenturywire.com/2016/09/23/exclusive-the-real-syria-civil-defence-expose-natos-white-helmets-as-terrorist-linked-imposters/,29,http://21stcenturywire.com/2016/09/23/exclusive-the-real-syria-civil-defence-expose-natos-white-helmets-as-terrorist-linked-imposters/,301
http://www.aljazeera.com/news/2017/08/white-helmets-medics-killed-syria-idlib-170812211919453.html,184,http://www.aljazeera.com/news/2017/08/white-helmets-medics-killed-syria-idlib-170812211919453.html,301
https://www.yahoo.com/news/latest-rebels-fighting-damascus-suburbs-kill-20-133821600.html,31,https://www.yahoo.com/news/latest-rebels-fighting-damascus-suburbs-kill-20-133821600.html,404
http://gridirongarb.blogspot.com/2017/06/umass-redmen-1953-54.html,5,http://gridirongarb.blogspot.com/2017/06/umass-redmen-1953-54.html,200
http://www.washingtonsblog.com/2017/06/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-propaganda.html,6,http://www.washingtonsblog.com/2017/06/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-propaganda.html,301
http://21stcenturywire.com/2017/08/01/james-le-mesurier-the-british-mercenary-who-founded-the-white-helmets/,251,http://21stcenturywire.com/2017/08/01/james-le-mesurier-the-british-mercenary-who-founded-the-white-helmets/,301
https://sputniknews.com/middleeast/201707141055541366-white-helmets-defamation-campaign/,28,https://sputniknews.com/middleeast/201707141055541366-white-helmets-defamation-campaign/,200
http://www.wrongkindofgreen.org/2015/04/13/seven-steps-of-highly-effective-manipulators-white-helmets-avaaz-nicholas-kristof-syria-no-fly-zone/,5,http://www.wrongkindofgreen.org/2015/04/13/seven-steps-of-highly-effective-manipulators-white-helmets-avaaz-nicholas-kristof-syria-no-fly-zone/,403
https://www.rt.com/news/393809-white-helmets-mutilated-bodies/,1382,https://www.rt.com/news/393809-white-helmets-mutilated-bodies/,200
https://steemit.com/news/@v4vapid/sy-hersh-explodes-syrian-chemical-weapons-attack-narrative-part-1,1,https://steemit.com/news/@v4vapid/sy-hersh-explodes-syrian-chemical-weapons-attack-narrative-part-1,200
https://www.buzzfeed.com/jamesball/uk-search-and-rescue-teams-are-donating-equipment-to-syrias,42,https://www.buzzfeed.com/jamesball/uk-search-and-rescue-teams-are-donating-equipment-to-syrias,200
http://www.dailystar.com.lb/News/Middle-East/2017/Aug-14/415922-gunmen-storm-white-helmets-office-in-idlib-killing-seven.ashx#.WZD2h8x0TA8.twitter,1,http://www.dailystar.com.lb/News/Middle-East/2017/Aug-14/415922-gunmen-storm-white-helmets-office-in-idlib-killing-seven.ashx#.WZD2h8x0TA8.twitter,200
http://www.independent.co.uk/news/world/middle-east/white-helmets-seven-paramedics-shot-dead-idlib-province-sarmin-rebel-oscar-netflix-documentary-syria-a7890191.html,149,http://www.independent.co.uk/news/world/middle-east/white-helmets-seven-paramedics-shot-dead-idlib-province-sarmin-rebel-oscar-netflix-documentary-syria-a7890191.html,404
http://abcnews.go.com/International/wireStory/white-helmets-members-shot-dead-northwestern-syria-49173635,42,http://abcnews.go.com/International/wireStory/white-helmets-members-shot-dead-northwestern-syria-49173635,301
https://www.mintpressnews.com/john-pilger-the-white-helmets-are-a-complete-propaganda-construct/228238/,179,https://www.mintpressnews.com/john-pilger-the-white-helmets-are-a-complete-propaganda-construct/228238/,301
http://www.mintpressnews.com/investigation-white-helmets-committing-acts-terror-across-syria/231597/#.WbB0VKdK228.twitter,639,http://www.mintpressnews.com/investigation-white-helmets-committing-acts-terror-across-syria/231597/#.WbB0VKdK228.twitter,301
http://iloapp.nancysix.org/blog/blog?Home&post=1701,1,http://iloapp.nancysix.org/blog/blog?Home&post=1701,200
https://open.spotify.com/artist/2AkkjjtnOgbXAjWvUR2AyH,3,https://open.spotify.com/artist/2AkkjjtnOgbXAjWvUR2AyH,200
https://en.wikipedia.org/w/index.php?title=Talk%3AWhite_Helmets_%28Syrian_Civil_War%29&diff=784131522&oldid=784130976,,https://en.wikipedia.org/w/index.php?title=Talk%3AWhite_Helmets_%28Syrian_Civil_War%29&diff=784131522&oldid=784130976,200
http://blauerbote.com/2017/02/20/white-helmets-oder-ein-oscar-fuer-al-qaida/,2,http://blauerbote.com/2017/02/20/white-helmets-oder-ein-oscar-fuer-al-qaida/,200
https://www.liveleak.com/view?i=3f1_1501611368,1,https://www.liveleak.com/view?i=3f1_1501611368,200
https://www.alligatorarmy.com/2017/8/28/16216672/florida-gators-uniforms-michigan-blue-color-rush-nike-white-helmets,17,https://www.alligatorarmy.com/2017/8/28/16216672/florida-gators-uniforms-michigan-blue-color-rush-nike-white-helmets,200
https://www.kiblat.net/2017/05/31/tak-banyak-diketahui-ini-satu-aktivitas-relawan-white-helmets-di-suriah/,7,https://www.kiblat.net/2017/05/31/tak-banyak-diketahui-ini-satu-aktivitas-relawan-white-helmets-di-suriah/,200
https://friendsofsyria.wordpress.com/2017/07/27/white-helmets-continue-to-make-fake-films/,3,https://friendsofsyria.wordpress.com/2017/07/27/white-helmets-continue-to-make-fake-films/,301
http://www.wrongkindofgreen.org/2017/03/03/forget-oscar-give-the-white-helmets-the-leni-riefenstahl-award-for-best-war-propaganda-film/,4,http://www.wrongkindofgreen.org/2017/03/03/forget-oscar-give-the-white-helmets-the-leni-riefenstahl-award-for-best-war-propaganda-film/,403
